CourseNo,Language,TitleEN,TitleJA,Schedule,Classroom,Mode,Instructor,Credits,Links
QEFD404,J,General Linguistics,一般言語学,"5/TU,6/TU,7/TU",H-375,Face to Face,"SHINAGAWA, Daisuke",3,
QEFD414,J,Special Study in School Clinical Psychology,学校臨床心理学特論,"2/TH,3/TH",H-323,Face to Face,"NISHIMURA, Kaoru",2,
QEFD418,E,Research Methods in Education I,教育研究法 I,"3/M,3/W,3/F",H-204,Face to Face,"HOWARD, Craig Dennis",3,
QEFD419,E,Research Methods in Education II,教育研究法 II,"2/TH,3/TH",I-212,Face to Face,"NISHIMURA, Mikiko",2,
QEFD423,E,Seminar in Cognitive Psychology,認知心理学セミナー,"3/M,3/W,3/F",H-206,Face to Face,"SUDO, Mioko",3,
QEFD424,E,Introduction to IB Programmes,国際バカロレア教育入門,"1/TU,2/TU",T-112,Face to Face,"KOMATSU, Maki",2,
QEED501,E,Analysis of Japanese Educational History in the Context the Nation's Development,日本教育史の開発学的分析,"5/TU,6/TU",H-103,Face to Face,"KAYASHIMA, Nobuko",2,
QEED502,J,Christianity and Educational Development (Seminar),キリスト教と教育発展（演習）,"5/F,6/F",T-250,Face to Face,"OKAWA, Hiroshi",2,
QEED526,E,Seminar in Philosophy of IB Education: MYP,IB教育哲学演習：MYP,"1/W,1/F",H-104A,Face to Face,"KOMATSU, Maki",2,
QEED527,E,Seminar in Philosophy of IB Education: DP,IB教育哲学演習：DP,"2/W,2/F",H-104A,Face to Face,"KOMATSU, Maki",2,
QEED528,E,Teaching Practicum in IB World School,IB認定校での教育実習,,,Face to Face,"FUJII, Akiko/KOMATSU, Maki",2,
QEPS502,J,Directed Research Seminar in Psychology I,心理学特別研究 I,"5/M,6/M",H-108,Face to Face,"NAOI, Nozomi/NISHIMURA, Kaoru",1,
QEPS509,E,Psychology of Language,言語心理学,"2/M,3/M",H-104A,Face to Face,"MORISHIMA, Yasunori",2,
QEPS601,E,Directed Research Seminar in Psychology III,心理学特別研究 III,"5/M,6/M",H-276,Face to Face,"CHAN, Christian/SUDO, Mioko",1,
QELE502,E,English Linguistics,英語学,"5/TH,6/TH,7/TH",H-201,Face to Face,"MIZUTA, Yoko",3,
QELE504,J,Japanese Linguistics,日本語学,"2/TH,3/TH",H-252,Face to Face,"ISHIGURO, Kei",2,
QELE507,E,Middle English,中英語,"5/F,6/F",H-324,Face to Face,"MIURA, Ayumi",2,
QEMR601,,Research I,専門研究 I,"8/TU,8/W",,,STAFF,2,
QPFD413,E,Modern Theory of Business,現代企業理論,"4/W,5/W",H-107,Face to Face,"INABA, Yushi",2,
QPFD437,E,Refugee and Forced Migration Studies I,難民・強制移動研究 I,"2/TU,3/TU",H-104B,Face to Face,"OBI, Naoko",2,
QPPI503,E,Comparative Politics and Government,比較政治・行政論,"5/W,6/W",H-106B,Face to Face,"KOO, Yoojin",2,
QPSC503,E,Politics and Culture,政治文化論,"2/F,3/F",H-356,Face to Face,"MATSUNAGA, Yasuyuki",2,
QPSC504,E,Social and Cultural Analysis Special Course I,社会文化分析特講 I,"4/TU,5/TU,6/TU",H-356,Face to Face,"YOKOYAMA, Shigeki",3,
QPPE505,E,International Corporate Finance II,国際企業財務 II,"1/W,2/W",H-356,Face to Face,"KANEKO, Takuya",2,
QPPE519,E,Logistics/Operations Management,流通・オペレーション管理,"5/TU,6/TU",H-308,Face to Face,"KANAZAWA, Yuichiro",2,
QPPE604,E,International Development Policy,国際開発政策,"5/M,5/TH",H-103,Face to Face,"KONDO, Masanori",2,
QPPS505,E,Human Rights I,人権論 I,"5/F,6/F",H-123,Face to Face,"SATO, Yasunobu",2,
QPMR601,,Research I,専門研究 I,"8/TU,8/W",,,STAFF,2,
QCFD406,J,History of the West,西洋の歴史,"5/F,6/F",H-103,Face to Face,"TAKESHITA, Kazuaki",2,
QCFD418,J,Thought of the East I,東洋の思想 I,"5/TH,6/TH",H-153,Face to Face,"ESKILDSEN, Stephen Edward",2,
QCJC505,J,Japanese Language Culture I,日本言語文化論 I,"5/M,6/M",H-355,Face to Face,"KOMORI, Yuri",2,
QCJC515,J,Politics and Culture in Early Modern Japan,近世日本の政治と文化,"2/TU,3/TU",H-104A,Face to Face,"TSUBAKIDA, Yukiko",2,
QCAC515,J,Comparative Culture Research III,比較文化研究論 III,"4/W,4/F",H-352,Face to Face,"TAMURA, Miki",2,
QCMR601,,Research I,専門研究 I,"8/TU,8/W",,,STAFF,2,
QCTS504,E,Transcultural Studies IV,超学域文化論 IV,"2/F,3/F",H-104B,Face to Face,"SIMONS, Christopher E. J.",2,
QCTS513,E,Gender and Cultural Representations,ジェンダーと文化的表象,"2/TH,3/TH",H-253,Face to Face,"AMMOUR-MAYEUR, Olivier",2,
QNFD403,E,Studies in Environmental Science,環境科学特別講義,"5/W,6/W",T-342,Face to Face,"CHUN, Wang Jae/KAWANO, Yasuro/TSUNODA, Makoto",2,
QNMC501,E,Advanced Studies in Algebra and Geometry,代数と幾何特論,"5/F,6/F",H-301,Face to Face,"KOBAYASHI, Masato",2,
QNMC505,E,Advanced Studies in Mathematical Science I,数理科学特論 I,"1/M,2/M",H-259,Face to Face,"DOU, Xiaoling",2,
QNMC506,E,Advanced Studies in Mathematical Science II,数理科学特論 II,"2/F,3/F",T-343,Face to Face,"KABURAGI, Takashi",2,
QNMS505,E,Condensed Matter Physics,凝縮物性,"1/M,2/M",T-249,Face to Face,"OKANO, Ken",2,
QNMS513,E,Computational Physics,計算機物理学,"5/TH,6/TH",T-342,Face to Face,"HITZER, Eckhard",2,
QNLS502,E,Advanced Studies in Biological Regulation II,生体制御特論 II,"4/SA,5/SA",T-113,Face to Face,"KOSE, Hiroyuki",2,
QNMR601,E,Research I,専門研究 I,"8/TU,8/W",,,STAFF,2,
QARG888,,Research Guidance,研究指導,,,Face to Face,STAFF,0,
QADT601,E,Techniques for Researchers I - Academic Presentations,研究者のための技法 I - アカデミック・プレゼンテーション,8/M,,Face to Face,"DAWSON, Walter P./KAIZOJI, Taisei/RO, Johannes Unsok/MIZOGUCHI, Tsuyoshi/ISHIO, Yoshito",2,
QADT999,,Doctor Thesis,博士論文,,,,STAFF,0,
QADR601,,Advanced Research I,特別専門研究 I,"6/SA,7/SA",,,STAFF,2,
